0.00000000	-48.193359
0.00010000	-48.242188
0.00020000	-48.193359
0.00030000	-48.339844
0.00040000	-48.193359
0.00050000	-48.486328
0.00060000	-48.291016
0.00070000	-48.242188
0.00080000	-48.242188
0.00090000	-48.388672
0.00100000	-48.242188
0.00110000	-48.291016
0.00120000	-48.535156
0.00130000	-48.339844
0.00140000	-48.486328
0.00150000	-48.486328
0.00160000	-48.388672
0.00170000	-48.681641
0.00180000	-48.486328
0.00190000	-48.681641
0.00200000	-48.535156
0.00210000	-48.437500
0.00220000	-48.632813
0.00230000	-48.437500
0.00240000	-48.583984
0.00250000	-48.779297
0.00260000	-48.730469
0.00270000	-48.681641
0.00280000	-48.681641
0.00290000	-48.730469
0.00300000	-48.632813
0.00310000	-48.730469
0.00320000	-48.632813
0.00330000	-48.583984
0.00340000	-48.730469
0.00350000	-48.779297
0.00360000	-48.632813
0.00370000	-48.486328
0.00380000	-48.681641
0.00390000	-48.632813
0.00400000	-48.681641
0.00410000	-48.632813
0.00420000	-48.583984
0.00430000	-48.486328
0.00440000	-48.388672
0.00450000	-48.486328
0.00460000	-48.486328
0.00470000	-48.339844
0.00480000	-48.388672
0.00490000	-48.486328
0.00500000	-48.486328
0.00510000	-48.486328
0.00520000	-48.486328
0.00530000	-48.486328
0.00540000	-48.339844
0.00550000	-48.486328
0.00560000	-48.486328
0.00570000	-48.535156
0.00580000	-48.535156
0.00590000	-48.486328
0.00600000	-48.730469
0.00610000	-48.486328
0.00620000	-48.730469
0.00630000	-48.583984
0.00640000	-48.632813
0.00650000	-48.583984
0.00660000	-48.486328
0.00670000	-48.535156
0.00680000	-48.632813
0.00690000	-48.681641
0.00700000	-48.730469
0.00710000	-48.583984
0.00720000	-48.779297
0.00730000	-48.681641
0.00740000	-48.681641
0.00750000	-48.681641
0.00760000	-48.974609
0.00770000	-48.583984
0.00780000	-48.828125
0.00790000	-48.632813
0.00800000	-48.876953
0.00810000	-48.779297
0.00820000	-48.730469
0.00830000	-48.632813
0.00840000	-48.730469
0.00850000	-48.828125
0.00860000	-48.779297
0.00870000	-48.730469
0.00880000	-48.828125
0.00890000	-48.876953
0.00900000	-48.925781
0.00910000	-48.876953
0.00920000	-48.925781
0.00930000	-49.072266
0.00940000	-48.974609
0.00950000	-48.974609
0.00960000	-48.681641
0.00970000	-48.974609
0.00980000	-49.121094
0.00990000	-49.218750
0.01000000	-49.121094
0.01010000	-49.072266
0.01020000	-48.925781
0.01030000	-48.876953
0.01040000	-48.876953
0.01050000	-49.121094
0.01060000	-49.121094
0.01070000	-49.023438
0.01080000	-48.974609
0.01090000	-48.974609
0.01100000	-49.072266
0.01110000	-49.072266
0.01120000	-49.121094
0.01130000	-48.828125
0.01140000	-48.974609
0.01150000	-49.023438
0.01160000	-48.632813
0.01170000	-48.876953
0.01180000	-48.828125
0.01190000	-48.681641
0.01200000	-48.876953
0.01210000	-48.632813
0.01220000	-48.681641
0.01230000	-48.437500
0.01240000	-48.535156
0.01250000	-48.828125
0.01260000	-48.925781
0.01270000	-48.730469
0.01280000	-48.632813
0.01290000	-48.730469
0.01300000	-48.632813
0.01310000	-48.681641
0.01320000	-48.730469
0.01330000	-48.437500
0.01340000	-48.535156
0.01350000	-48.632813
0.01360000	-48.486328
0.01370000	-48.681641
0.01380000	-48.242188
0.01390000	-48.437500
0.01400000	-48.535156
0.01410000	-48.193359
0.01420000	-48.242188
0.01430000	-48.193359
0.01440000	-48.291016
0.01450000	-48.144531
0.01460000	-48.095703
0.01470000	-47.802734
0.01480000	-47.705078
0.01490000	-47.363281
0.01500000	-47.412109
0.01510000	-47.167969
0.01520000	-46.972656
0.01530000	-47.070313
0.01540000	-46.923828
0.01550000	-46.777344
0.01560000	-46.484375
0.01570000	-46.582031
0.01580000	-46.533203
0.01590000	-46.533203
0.01600000	-46.289063
0.01610000	-46.386719
0.01620000	-46.484375
0.01630000	-46.093750
0.01640000	-46.240234
0.01650000	-46.142578
0.01660000	-46.093750
0.01670000	-45.800781
0.01680000	-45.751953
0.01690000	-45.507813
0.01700000	-45.361328
0.01710000	-45.214844
0.01720000	-45.166016
0.01730000	-44.531250
0.01740000	-43.994141
0.01750000	-42.871094
0.01760000	-41.455078
0.01770000	-40.234375
0.01780000	-39.257813
0.01790000	-38.085938
0.01800000	-37.353516
0.01810000	-36.376953
0.01820000	-35.400391
0.01830000	-34.326172
0.01840000	-33.349609
0.01850000	-32.519531
0.01860000	-31.884766
0.01870000	-31.250000
0.01880000	-30.517578
0.01890000	-30.126953
0.01900000	-29.589844
0.01910000	-29.199219
0.01920000	-28.710938
0.01930000	-27.929688
0.01940000	-27.685547
0.01950000	-27.099609
0.01960000	-26.171875
0.01970000	-25.146484
0.01980000	-23.486328
0.01990000	-19.238281
0.02000000	-10.107422
0.02010000	1.269531
0.02020000	12.890625
0.02030000	21.093750
0.02040000	25.000000
0.02050000	25.341797
0.02060000	23.291016
0.02070000	18.994141
0.02080000	13.623047
0.02090000	7.714844
0.02100000	1.513672
0.02110000	-4.345703
0.02120000	-9.912109
0.02130000	-15.087891
0.02140000	-19.775391
0.02150000	-23.779297
0.02160000	-27.148438
0.02170000	-30.126953
0.02180000	-32.421875
0.02190000	-34.277344
0.02200000	-35.888672
0.02210000	-37.207031
0.02220000	-38.330078
0.02230000	-39.257813
0.02240000	-39.697266
0.02250000	-40.234375
0.02260000	-40.917969
0.02270000	-41.308594
0.02280000	-41.650391
0.02290000	-42.138672
0.02300000	-42.626953
0.02310000	-42.773438
0.02320000	-43.017578
0.02330000	-42.871094
0.02340000	-43.212891
0.02350000	-43.066406
0.02360000	-43.359375
0.02370000	-43.359375
0.02380000	-43.310547
0.02390000	-43.652344
0.02400000	-43.408203
0.02410000	-43.554688
0.02420000	-43.603516
0.02430000	-43.603516
0.02440000	-43.896484
0.02450000	-43.994141
0.02460000	-44.189453
0.02470000	-44.287109
0.02480000	-44.238281
0.02490000	-44.140625
0.02500000	-44.335938
0.02510000	-44.628906
0.02520000	-44.677734
0.02530000	-44.726563
0.02540000	-44.775391
0.02550000	-44.921875
0.02560000	-44.873047
0.02570000	-44.970703
0.02580000	-45.068359
0.02590000	-45.214844
0.02600000	-45.117188
0.02610000	-45.214844
0.02620000	-45.410156
0.02630000	-45.214844
0.02640000	-45.361328
0.02650000	-45.361328
0.02660000	-45.263672
0.02670000	-45.507813
0.02680000	-45.507813
0.02690000	-45.507813
0.02700000	-45.605469
0.02710000	-45.654297
0.02720000	-45.751953
0.02730000	-45.751953
0.02740000	-45.800781
0.02750000	-45.898438
0.02760000	-45.703125
0.02770000	-45.849609
0.02780000	-45.947266
0.02790000	-46.044922
0.02800000	-45.898438
0.02810000	-45.898438
0.02820000	-45.800781
0.02830000	-45.898438
0.02840000	-45.849609
0.02850000	-46.044922
0.02860000	-45.996094
0.02870000	-46.093750
0.02880000	-46.044922
0.02890000	-45.996094
0.02900000	-45.996094
0.02910000	-45.947266
0.02920000	-45.996094
0.02930000	-45.849609
0.02940000	-45.849609
0.02950000	-45.654297
0.02960000	-45.800781
0.02970000	-45.898438
0.02980000	-45.751953
